lane,carrier,speed_kmh,dwell_time_hours,transit_days,distance_km,on_time_rate,stops_count,weather_severity,port_congestion,hours_stationary,speed_variance,label
Singapore-Sydney,MSC,32.81326270292013,14.434692489343778,7.999814050086507,6300.0,0.8406134495126601,3,2.586803267035399,2.1186248493570505,1.719957149031337,2.2721919176546477,0
Mumbai-Rotterdam,Evergreen,25.091941643858966,13.895505012935253,18.266156515054163,11000.0,0.7316462450633717,1,2.364793802268276,5.339600156491965,7.6783178926542535,1.854719010929982,0
Mumbai-Rotterdam,Evergreen,27.156143419114272,19.2955638071947,16.877703371191078,11000.0,0.7195889770493612,5,1.57243545446388,2.8072055448257265,4.066534011444363,2.1505127428208692,0
Singapore-Sydney,COSCO,34.80804862672614,13.763187241685099,7.541359264777875,6300.0,0.8079262903669516,7,1.376298362976455,5.2425521394853565,1.4124352704982313,0.24022611588129966,0
Shenzhen-Hamburg,Maersk,25.466335864740635,19.85068175496052,33.21378221923281,20300.0,0.916007240509419,1,1.950454325204933,5.640373660796847,3.729770249120995,0.4741318357051943,0
Dubai-New-York,CMA-CGM,29.645567589540757,16.778833491941526,17.849773497113336,12700.0,0.8793441277394737,5,1.619104802595579,1.1972342831518177,1.1743321226474945,3.220126529818616,0
Mumbai-Rotterdam,Maersk,23.90678200206533,20.61986223870881,19.17168664915828,11000.0,0.9326000488699201,4,1.779637337321933,7.364138935315224,0.15440527656043398,5.694228685054949,0
Shenzhen-Hamburg,CMA-CGM,28.726632646814537,17.60495075552298,29.44422145583871,20300.0,0.851159270562072,2,2.6225615607294,1.5696685323140105,3.2057692598208103,0.3993606552347778,0
Singapore-Sydney,Maersk,40.34523468026442,9.455438890981906,6.506344605014938,6300.0,0.9354014724489161,5,1.8845747298080318,4.72412987858173,0.08745046333725534,3.062719178187182,0
Singapore-Sydney,Evergreen,33.085169818010804,11.56752790086417,7.934068389067208,6300.0,0.734053272793187,0,0.40738699475705736,5.472096941262946,3.8776496662324385,4.827607256787817,0
Dubai-New-York,Maersk,31.465478013779574,20.47060703695817,16.81737256414571,12700.0,0.8423101394467002,3,4.393746689400731,1.6216388001693671,9.370535802950045,0.7473842780495261,0
Dubai-New-York,Evergreen,28.257370475190317,9.380350224566739,18.72667759837277,12700.0,0.7359616099167102,2,3.9846403428810624,5.28508741513508,0.10064137913226541,0.21893401302917426,0
Shenzhen-Hamburg,MSC,30.17635244134028,13.672197342339084,28.029674394131835,20300.0,0.8378801959577319,0,0.6108581922791146,1.480269458596705,0.6585612754215439,1.1430488969110217,0
Mumbai-Rotterdam,CMA-CGM,24.976866787038993,18.977528228276075,18.350313401646194,11000.0,0.8676564256604337,2,0.7805489695780925,4.640241764755207,4.1344041767992605,1.7917662986564764,0
Dubai-New-York,Maersk,30.773076601137895,20.68178160152881,17.19576737566434,12700.0,0.9741884309832147,3,2.1618137389335765,3.921428473998534,1.3815643045594581,2.39661275754979,0
Mumbai-Rotterdam,Evergreen,27.306335875554797,20.701455918112483,16.784871299544914,11000.0,0.7728821919522728,1,2.738448191993598,1.3595450684612835,1.9927569560147924,2.385989490841907,0
Singapore-Sydney,COSCO,35.018123272327244,10.48474998911689,7.4961184515401555,6300.0,0.8414175766634929,1,1.5188278590479334,4.726086526636925,0.7350923395443569,2.234213458749739,0
Shenzhen-Hamburg,Maersk,29.845276574861426,134.04714039057308,28.340609650968215,20300.0,0.9042089520455844,3,1.1518390248661439,3.5326770357220836,2.1147326268032476,5.297512725250714,1
Shenzhen-Hamburg,MSC,31.08027092399197,22.042582918980543,27.21447748643672,20300.0,0.8616015130684239,0,1.673093147965723,2.416369975819014,2.974432943552756,0.7388220296197577,0
Shanghai-Los-Angeles,Evergreen,36.431826904691704,25.35509200659109,11.665624156368297,10200.0,0.7358589607172991,4,1.5692264554260067,3.1281832212413345,0.4876143462534647,4.598196948636701,0
Shenzhen-Hamburg,Maersk,29.580732523439558,18.12633099790857,28.59406313427503,20300.0,0.9361412485618611,3,7.239345996990741,4.046880058108784,0.8627842291312923,0.9751185831263052,0
Shanghai-Los-Angeles,CMA-CGM,34.658014866237764,127.7249475931871,12.262675794914479,10200.0,0.8488223691123743,2,2.524142531146474,2.915406674266073,0.7905860069979787,2.223302281579967,1
Mumbai-Rotterdam,Maersk,34.02239030819152,18.87410521862892,13.47152064218666,11000.0,0.9806225331604468,4,3.504662745972327,3.307032437855326,2.0187076580413312,0.3160316934239541,0
Dubai-New-York,Maersk,33.416220577022955,13.18970268285002,15.83562286605573,12700.0,0.8918209368624519,5,2.7152664758526295,4.394003064049646,0.4386603200211553,4.355653226198887,0
Dubai-New-York,Maersk,33.49303443391221,16.685040906464515,15.79930500805497,12700.0,0.9301776051570181,2,5.0064827156257765,6.56147175385745,6.861682447921878,0.6278100313210662,0
Singapore-Sydney,COSCO,26.49186806721366,14.069292913642846,9.90870101474158,6300.0,0.8028723989075353,2,3.844559375347207,4.263663259774603,0.2669626499362971,0.21558057397483243,0
Shenzhen-Hamburg,MSC,25.6989442373132,19.685680585123258,32.91315493440537,20300.0,0.8924118871829481,2,7.0250685013071665,3.926075518059564,1.7828913778323956,1.342971868679364,0
Shanghai-Los-Angeles,Evergreen,37.82861101103585,23.506773354309992,11.234882504039428,10200.0,0.685290451580045,1,3.413932493084677,4.369960272620792,0.8629295759092708,3.6402384103409204,0
Dubai-New-York,MSC,25.680904273182296,17.05015281053192,20.605453026015816,12700.0,0.8606647795179834,3,0.737219466895771,5.064514753281778,0.6259005801045522,0.5746366618274397,0
Shenzhen-Hamburg,COSCO,21.59263962699359,21.926367771821866,39.172298891884076,20300.0,0.7846424028447745,1,4.15951756001824,4.726698801532946,1.4862179083365266,0.46118227576699167,0
Dubai-New-York,CMA-CGM,24.48719865405199,15.585435571123211,21.60993072921812,12700.0,0.8296478491411708,1,5.449729424143989,5.413483612697627,0.6108773663069198,2.3990315728729894,0
Shenzhen-Hamburg,Evergreen,29.977651918950535,18.19890731338546,28.215463159695815,20300.0,0.7250368659487281,1,1.1956673920615462,4.706663264598081,0.17272799743509076,1.555914070699429,0
Mumbai-Rotterdam,CMA-CGM,30.304034150291876,139.3775918510188,15.124498971333123,11000.0,0.8393970243471526,0,3.5655418140825414,5.082182492674515,1.6383565999756675,0.22546505396563232,1
Shanghai-Los-Angeles,CMA-CGM,33.45672821228625,23.6449531617567,12.70297553614128,10200.0,0.8824736681132358,3,1.9222661803462835,1.5380734082088656,0.5795899504158879,8.500023770709957,0
Dubai-New-York,Evergreen,39.3947160631318,15.68650337581531,13.432427481356974,12700.0,0.6882622006280512,3,2.0249511896174006,6.533699851300558,4.026216305878428,2.6970387277952406,0
Shanghai-Los-Angeles,MSC,40.016527652241216,22.167697148566134,10.620611655599182,10200.0,0.8634350477728966,4,4.366882911013625,2.3105158697448043,2.906518996202383,0.35018815875838644,0
Shanghai-Los-Angeles,CMA-CGM,29.475006305132542,24.772520060515415,14.418996067389946,10200.0,0.7814546676276238,3,1.5443317916345898,4.990708696177194,2.932170610131437,3.068378145691529,0
Dubai-New-York,MSC,36.11808488976286,14.231963150859759,14.651016749136971,12700.0,0.887217460315971,2,4.129223763552792,6.653144220298603,3.451773672229831,0.6117231747214191,0
Shanghai-Los-Angeles,Evergreen,22.88174659181348,14.503016551980314,18.573756959272263,10200.0,0.7515750454852582,0,5.268474821022105,6.384149114194284,1.7825750937756841,0.2621522795742557,0
Shenzhen-Hamburg,COSCO,35.189161800493665,25.336776740983254,24.03675705971113,20300.0,0.7620311271590368,1,4.09560107787386,6.079903321080921,0.909941957071311,4.72099214806763,0
Shenzhen-Hamburg,Evergreen,28.63798108092385,24.74583212235325,29.53536881469464,20300.0,0.7228018256532865,0,3.1489904938658215,6.948941060107386,1.3362521995469037,2.3536379889582473,0
Shenzhen-Hamburg,MSC,23.41647319469712,9.06355684958234,36.12129488077138,20300.0,0.8232101514375114,3,4.429919649052087,4.709467823949815,1.9779152552181398,6.448063694022485,0
Shenzhen-Hamburg,CMA-CGM,25.216490258110955,20.10019691142693,33.54286519160884,20300.0,0.8049890792941028,3,3.2230258838916988,4.126031676382177,0.41590836900255834,3.984495585052518,0
Mumbai-Rotterdam,COSCO,27.13673496164066,17.005824020537688,16.889774469228296,11000.0,0.8197566703701804,4,4.11880911129269,6.946420595305863,1.4822829592260702,3.1078756435444936,0
Dubai-New-York,CMA-CGM,99.77118648686888,15.019559571378142,17.00274009718846,12700.0,0.8331140208503122,5,6.445339484178798,4.808576765050035,0.00033621517003194025,29.0946555401802,1
Shenzhen-Hamburg,Evergreen,28.378739476930928,16.367197493738427,29.805176301819575,20300.0,0.8003052513866822,4,0.935978797674844,4.020676695558889,1.1753038674638348,0.9736054220837449,0
Shenzhen-Hamburg,CMA-CGM,28.44654550615379,19.512839091016044,29.734131799952852,20300.0,0.8359050338154622,1,0.879702986342177,3.7412307384147185,1.729271787288049,5.830961832473248,0
Shenzhen-Hamburg,Maersk,28.28021135184403,17.927369497974897,29.90901739771404,20300.0,0.9294044617646606,1,2.3320485460112503,3.4126224204198694,5.911962809162,0.7441286361982016,0
Shenzhen-Hamburg,Evergreen,27.51325861870335,13.293229597260876,30.742753704875252,20300.0,0.7367685975708302,3,5.119799857491394,2.4337275920860053,1.2860758089851438,4.23875801530084,0
Shanghai-Los-Angeles,COSCO,30.033518871016096,26.177856687254145,14.150855976125628,10200.0,0.7948663218401182,5,1.9459509847971286,3.758608757805147,0.174908150587424,2.5152287805375235,0
Singapore-Sydney,CMA-CGM,39.11870504966448,9.372099548309814,6.710344825237293,6300.0,0.8265572463805024,0,2.9352069062117314,6.443759239875316,2.31230942293083,5.133857975777186,0
Dubai-New-York,COSCO,30.35172700444011,18.400292920884354,17.434482940270765,12700.0,0.8107830590572992,3,6.527875718368978,4.984271938402597,1.5891154057700763,1.6405843909118234,0
Singapore-Sydney,Evergreen,36.829773623558516,12.622237810820684,7.127385649530286,6300.0,0.758038198323828,3,3.091350468742982,6.851382825955897,1.3038801599659369,1.5052708410266038,0
Shanghai-Los-Angeles,COSCO,29.651582166136116,24.225709398562095,14.333130610661831,10200.0,0.7787741376763901,5,2.592540886323032,0.8762465653739004,2.157487817470064,0.25920998094629066,0
Singapore-Sydney,MSC,32.00656558101186,12.22520350021319,14.762596093106417,9376.316939488725,0.9288445022514147,5,0.018931147242686665,3.521708144623118,0.5864658906976834,2.2850496432247813,1
Shanghai-Los-Angeles,Maersk,31.179901997653033,22.512703701089606,13.63057523503411,10200.0,0.8855761144703131,4,4.3852091386897465,3.611169337388296,4.4652024698041695,2.5280563535244984,0
Shenzhen-Hamburg,CMA-CGM,28.6416343568734,22.10744012406488,29.531601541807646,20300.0,0.8139190196879776,0,1.9287377686480525,2.8606013403981474,2.065164108678757,0.5603282532667898,0
Singapore-Sydney,Evergreen,39.52306252042982,14.253653992503896,11.955045228485536,12201.167845752843,0.7277004904364264,5,2.0748752627757034,1.9376735324135232,1.152370625587453,1.6086767866398888,1
Singapore-Sydney,Maersk,36.46459328589573,9.237129758053664,7.198763961026636,6300.0,0.902163736982214,4,3.6397922216360095,3.462947071180928,5.411711600240778,0.7024253899041537,0
Mumbai-Rotterdam,Maersk,35.50196265605973,15.58837263278537,12.91008437402831,11000.0,0.920876219923018,2,3.1172883535728726,3.8564459106148385,5.221141517500225,4.68656143117312,0
Shenzhen-Hamburg,COSCO,23.11269368415946,15.46811547446168,36.59605171477847,20300.0,0.7740551664315287,1,0.8023562575190818,3.1494151343981676,0.1579272614908768,0.28608419052006506,0
Shanghai-Los-Angeles,CMA-CGM,29.616750483086054,27.836654018273272,14.349987526238401,10200.0,0.8356250070581688,0,3.5339524081030587,7.943525572959639,3.6127441535542073,0.2223504733028019,0
Singapore-Sydney,Evergreen,29.479056250811087,14.012308053147386,8.904626992350801,6300.0,0.7398517409376285,4,3.024370043180575,7.164931944665948,0.25050914381312994,1.3339278145198845,0
Dubai-New-York,Evergreen,30.59264414855195,16.479109350471127,17.29718634640196,12700.0,0.7353390356291388,4,0.7972971743953567,5.153219941612257,0.46233377161269484,4.965001143712638,0
Mumbai-Rotterdam,COSCO,33.28525374657557,22.252025056520694,13.769861477486474,11000.0,0.7790936749385694,4,1.5758633808804823,2.4619218359856143,0.7281328406215423,4.927269802081059,0
Shanghai-Los-Angeles,MSC,0.23588352377040628,21.87430355863838,10.931030239325054,10200.0,0.9089577283144321,5,1.6761391425970353,3.2026071693569036,63.530021246010776,2.4100442870051904,1
Dubai-New-York,COSCO,26.14682792559887,17.570705140422458,20.238273957071087,12700.0,0.7865008450516817,3,3.7115257201947642,6.1643968111620975,2.5689292083469075,4.481441959393828,0
Singapore-Sydney,CMA-CGM,34.253710656759225,17.96456121421523,7.663403320895434,6300.0,0.8314209137221561,4,3.773775984972225,5.202215930660996,0.9291413671100687,3.402051984678155,0
Dubai-New-York,CMA-CGM,23.847129229202856,16.0662590907395,22.189952575870503,12700.0,0.8687459515170965,3,1.271542848698948,4.2031832187311755,0.622466626715481,1.4828438399942767,0
Dubai-New-York,CMA-CGM,28.961275982425338,11.572692571332858,18.27152460367363,12700.0,0.8120575313073102,1,2.5754560576030734,2.176718764866507,1.612392398425877,1.3947095265897123,0
Mumbai-Rotterdam,CMA-CGM,31.041181253565263,11.865019877602052,14.765331563556108,11000.0,0.8268351684622011,0,3.2902394195799456,2.4162635376142982,6.902860068207878,2.132386244152591,0
Dubai-New-York,CMA-CGM,24.394370596864242,17.078399823591834,21.69216313925673,12700.0,0.79638109319523,3,0.8353464223183166,4.493992743891273,0.2969779551524509,5.031234402935389,0
Singapore-Sydney,COSCO,34.11521516232927,127.094201472446,7.694513980080593,6300.0,0.7463056788212048,7,4.861527591356332,1.5393833101241299,8.218572373974864,0.3791815480100895,1
Mumbai-Rotterdam,MSC,27.53585632394767,16.15004336171184,16.644963858804175,11000.0,0.8929437946450454,4,4.2835784719061305,2.837545679478845,0.7491728062282501,3.611439934172772,0
Shenzhen-Hamburg,Evergreen,93.74563548061776,21.143199962841724,26.154975055003973,20300.0,0.7267086944062845,2,3.7633171571059263,5.0407747792081015,0.8738335175694689,38.531545607504064,1
Dubai-New-York,Maersk,32.33076584818609,18.341463418448033,16.36727905399604,12700.0,0.9275334055395578,5,3.443436673410647,4.193031133741895,2.6539380561774752,0.9212467201558667,0
Singapore-Sydney,MSC,37.82313986438273,10.439966070278652,6.940195894397196,6300.0,0.8533335729539953,0,1.708579493957013,4.075323177451902,0.8880452340711096,0.5703786234454249,0
Shanghai-Los-Angeles,Maersk,33.37013815336938,22.57183224618562,12.735937683167421,10200.0,0.9295823650923478,6,3.519892552182468,3.738495263437645,0.021491999231455197,8.419710575502862,0
Mumbai-Rotterdam,Evergreen,29.855667496917363,11.846980263954851,15.351635778388035,11000.0,0.760120819128495,1,1.6763151244482377,4.402847045203181,3.8668141117657724,1.2255565988396089,0
Mumbai-Rotterdam,CMA-CGM,24.32279640493906,15.54503467811896,18.843776254290514,11000.0,0.8510755257205672,2,2.8398619937026015,6.827482770789724,0.6770951220985625,1.7935416076359005,0
Shanghai-Los-Angeles,Evergreen,34.09378930425351,21.808150850459867,12.46561349362763,10200.0,0.7487167724809807,4,6.173390520464579,1.0119095391938562,2.2076113383595555,1.2437470499029635,0
Shanghai-Los-Angeles,COSCO,32.95549789471725,17.068248484685512,12.896179003507859,10200.0,0.7846530235313856,6,2.18543069633665,1.3852372111357831,3.6684712370355497,4.213099544063098,0
Shanghai-Los-Angeles,Evergreen,32.77073645508825,22.958495960301008,12.968887671549751,10200.0,0.8182806408529547,4,3.6464104518855422,1.418175930397899,2.943175488171655,3.0081583999841257,0
Singapore-Sydney,Evergreen,28.292611284920223,9.89646487872616,9.278040734964284,6300.0,0.7270546850879475,2,2.4125462070298873,5.534146671590321,0.6713222464799709,0.4990356275372717,0
Shenzhen-Hamburg,MSC,109.44306975366034,14.346320216173403,32.94492148980431,20300.0,0.8072211550183344,3,0.48321572801920765,4.57904375942343,0.3145922045260665,39.02156674755196,1
Dubai-New-York,MSC,33.30764417491509,11.386253777374101,15.887243897759566,12700.0,0.9047191552425439,3,2.3113601852679726,0.988173724708032,1.195214467077775,1.161556209524888,0
Dubai-New-York,COSCO,28.73513847664907,13.387620839448301,18.415316393783222,12700.0,0.7391122057772317,2,3.3608850576764207,7.469881930620251,3.10929738192452,1.0946470727747983,0
Shanghai-Los-Angeles,MSC,36.773357074537785,22.223548734629546,11.557280428287955,10200.0,0.917878213833593,1,1.0220508741712362,2.7828127928362285,0.9401288155557376,1.8802848328995785,0
Shenzhen-Hamburg,Maersk,27.73887499306993,25.73996418109192,30.49270504101734,20300.0,0.9359091798290703,5,2.3855226649405568,4.137147242368904,0.5840663752868024,2.2944249988718575,0
Dubai-New-York,Maersk,31.04360245204876,18.394265262793247,17.045916867542662,12700.0,0.9280978612046601,5,2.940746742580443,4.510230029163138,3.9854801432179086,2.9141623467843116,0
Shanghai-Los-Angeles,Evergreen,35.52350279744602,25.648197912450645,11.96391027155564,10200.0,0.7493438253985174,6,1.3846093388279355,6.543052628348568,0.07461130018512134,0.3619547170266191,0
Dubai-New-York,Maersk,28.04976869044923,18.17591755420508,18.865277375597206,12700.0,0.9528169626141287,3,1.6716828606164076,3.188527512173382,0.21393451264652885,4.624376254776857,0
Singapore-Sydney,Evergreen,36.88892846236937,14.792730167484656,7.1159562216012295,6300.0,0.7238624178504048,2,2.969999828392334,4.570548546305851,2.4212140847677266,0.2497446813276057,0
Shanghai-Los-Angeles,Maersk,34.802377803971964,21.07740117278534,12.211809273316236,10200.0,0.9121177314984938,2,6.263217329729708,7.079577066059902,0.7316163229732174,1.0954858259677993,0
Shanghai-Los-Angeles,CMA-CGM,32.81186341054497,21.832414288670982,12.952632244086901,10200.0,0.8341688291008719,4,3.488423809025693,3.3740532243694226,1.6919990365690327,7.739900210392151,0
Mumbai-Rotterdam,CMA-CGM,86.95741161689466,19.00867817287984,14.580487161540836,11000.0,0.8398049418013311,0,0.7642955968951635,6.1711268748365775,0.6151888799930466,39.2447879512595,1
Shenzhen-Hamburg,Maersk,30.532987686017325,22.22954719568028,27.702278664353745,20300.0,0.9600630952395274,2,1.455285946090008,4.918811475350815,0.5125577538576609,0.460543106498609,0
Shanghai-Los-Angeles,CMA-CGM,31.815874376598796,19.064541438574224,13.35811158195281,10200.0,0.8435451023561639,3,5.210204866880751,2.819136400986096,0.1576228184563309,3.301420915084311,0
Mumbai-Rotterdam,Evergreen,29.179963783145006,18.03111455073906,15.707124818231504,11000.0,0.7697019402164631,2,4.7708039011888195,7.6973143492487885,3.0927071989846233,0.6355974105866717,0
Shenzhen-Hamburg,Maersk,25.067463728552177,9.785944773345294,33.74227813761301,20300.0,0.9069154612327166,2,3.585290964437875,2.8561314062468557,1.408502992473542,2.5870422231483685,0
Dubai-New-York,Maersk,27.209874662765955,18.140750218028973,19.447596625308215,12700.0,0.896414068121525,4,0.7201783439731615,5.05159394757807,1.237283962259374,0.7020548987681023,0
Shenzhen-Hamburg,Evergreen,25.999719127905582,23.587357346357468,32.53240272220855,20300.0,0.7493717288936514,4,0.8054970016892906,1.3858721611995004,0.29316402989164886,0.19349358918423337,0
Shenzhen-Hamburg,CMA-CGM,23.095053039748166,17.342533740106518,36.62400479780654,20300.0,0.8138969639572615,4,3.2492030188732244,6.933824056129597,3.9741901652786873,1.670720885127099,0
Dubai-New-York,CMA-CGM,32.97715515977672,12.260716095876074,16.04646198566297,12700.0,0.8006168282691623,6,3.398333173057187,2.557901926624235,0.3528421419181774,0.29408546771243327,0
Mumbai-Rotterdam,Maersk,28.71718052624606,16.146019528642622,15.960248357753635,11000.0,0.915201401532004,2,2.7440821370814565,2.340004438864358,1.5287017098318738,5.7222250725279675,0
Mumbai-Rotterdam,Maersk,26.09763899652931,19.618424025876696,17.562252792073892,11000.0,0.8937784407371718,7,1.834849300074143,7.704866863184981,1.0224073856483502,2.238014850260166,0
Singapore-Sydney,CMA-CGM,29.780602063198067,10.334213634248094,8.814462496189398,6300.0,0.8624196739919497,4,1.0342007746915518,5.043617865804593,0.6974844845002732,0.66280368460893,0
Shenzhen-Hamburg,Maersk,27.223220236793242,23.827880082064116,31.07028947994024,20300.0,0.866680636794393,3,3.8758483932117915,3.444124390740572,2.379037831370296,0.7095555913849502,0
Singapore-Sydney,COSCO,40.383473810642776,14.3102702003475,6.500183744242924,6300.0,0.784274186125691,1,3.2533370994804396,1.39256142112228,2.240769963237898,0.6018600216652831,0
Shenzhen-Hamburg,Evergreen,30.240770238355985,19.49754016228332,27.96996659365897,20300.0,0.7675108991231243,2,1.7752521614211783,2.4558177991765655,7.551583733553058,1.4394646331929168,0
Dubai-New-York,COSCO,27.697577307359467,17.69202927642386,19.105160743646085,12700.0,0.8663726196498167,3,3.9825748052414105,2.20988019044663,3.561956632471782,0.3745724240852042,0
Mumbai-Rotterdam,Maersk,24.598672787389418,16.029698276048407,18.632441566859626,11000.0,0.8641242431028533,2,6.805762165766299,1.290480904592155,2.1335747701234147,0.8334377533488057,0
Shenzhen-Hamburg,Maersk,30.44088191455438,28.010145634149936,27.786098172435796,20300.0,0.9194158158022506,3,4.9160959828704645,7.359420721733021,0.712448159829099,0.7378127478889063,0
Dubai-New-York,Maersk,100.57957257113317,11.879645046046424,16.549698016419814,12700.0,0.8713827652997252,1,6.635298555577659,3.437759874827176,8.054446900495108,36.92026992901233,1
Singapore-Sydney,Maersk,40.67701673788569,16.93634929556084,6.453275609946911,6300.0,0.911825302062886,3,1.9424205639912153,4.7116958855497995,0.35780594996202125,2.3376843605551443,0
Singapore-Sydney,Maersk,32.558740987979604,15.048964715001336,8.062351062558367,6300.0,0.9412417127494468,7,1.9268350170770612,6.0758009640753565,1.2875696597428021,2.3713378412105346,0
Dubai-New-York,Maersk,25.066964470160627,16.10093527107165,21.11012154250186,12700.0,0.972428502964372,3,2.768277444976837,4.562817735785499,3.1535313507090117,2.5284375078715606,0
Dubai-New-York,CMA-CGM,27.978552959760812,11.057135318103915,18.913296460604034,12700.0,0.8239079589449522,3,3.3523238383893506,5.1884670750242545,0.689072290402349,2.355214935087271,0
Singapore-Sydney,CMA-CGM,37.79935221970534,13.155325773487542,6.944563453739691,6300.0,0.7963133775077769,3,1.3161804721615353,4.59418453011473,2.312071656651635,1.7970518983763264,0
Shanghai-Los-Angeles,COSCO,26.75747856423322,30.05359386304122,15.883409902758865,10200.0,0.8190529221873591,4,4.835499688150497,2.743733035986173,6.002504702593814,1.169809255651659,0
Mumbai-Rotterdam,Evergreen,26.465533713492835,12.406024976504082,17.318121685929302,11000.0,0.7783617062167569,5,4.311516063125717,0.966236843482803,0.03138600093628907,1.989713456727018,0
Shanghai-Los-Angeles,CMA-CGM,36.2258518461102,22.017915561302235,11.731953241718868,10200.0,0.7744379255702553,1,4.702567885659973,4.265330165264746,0.6342313843159825,3.287775514554813,0
Singapore-Sydney,Maersk,33.07480498975288,10.96408345395024,7.936554730445934,6300.0,0.8901446265005544,1,3.1129444756415943,4.610841034809,2.1036006562767664,1.6561640414567298,0
Dubai-New-York,Evergreen,30.82131238215628,12.492248452941375,17.168855761412125,12700.0,0.7419495078656295,2,1.7649222569245138,7.358485036025593,1.765983837190933,0.578201245914788,0
Shanghai-Los-Angeles,MSC,42.852606292652084,25.17256488700042,9.917716488410521,10200.0,0.848520623260413,5,3.02604474207405,6.010521151554961,1.1368244961947638,3.4488967971141298,0
Singapore-Sydney,COSCO,23.947084826002417,10.345703942506091,10.96166827433501,6300.0,0.759402371958642,1,3.711997885292107,3.6064328341440994,0.5024564592517148,0.06750370240746054,0
Dubai-New-York,Maersk,34.06800600697219,24.283396865488243,15.532657431091506,12700.0,0.9362881310814177,1,2.649679365667934,4.1389977421794795,5.195786010872109,0.036918754512756655,0
Shenzhen-Hamburg,MSC,114.95776576456686,22.00102485309761,28.503054696576267,20300.0,0.8758637610643971,4,0.39284792193957135,1.1629529625983994,2.0239696463592516,25.035829113200084,1
Shenzhen-Hamburg,CMA-CGM,23.03345181492948,19.93912932822299,36.72195292870058,20300.0,0.763123416429232,2,2.48018399471106,3.0578173518817433,0.0498492746736975,4.261003310617047,0
Dubai-New-York,CMA-CGM,28.70822239779169,16.400529047353675,18.43258211303851,12700.0,0.8400594095669511,1,1.8612537826569617,1.5360776401501133,0.46113644259120556,4.238283031169659,0
Shanghai-Los-Angeles,Maersk,34.38584471002903,25.411138043062955,12.359737083208655,10200.0,0.9022348474629558,2,1.2462513720729105,4.187082733251945,0.7215030282154705,0.3798324031236349,0
Shanghai-Los-Angeles,CMA-CGM,31.24103206900971,31.36984895127405,13.603903963902297,10200.0,0.8166814649560434,1,2.7178693128932236,3.119363547833255,0.939678771200839,3.2447994393479016,0
Shenzhen-Hamburg,Maersk,26.666249512053966,18.47450214133308,31.719246193619792,20300.0,0.9642253820216287,2,3.1314798435708893,4.629288636082423,1.2997348924942917,1.5501426996156158,0
Shenzhen-Hamburg,Evergreen,20.555555211459797,17.575964683939652,41.14864933746855,20300.0,0.7578598938772431,1,2.302924563888942,3.997466377791064,0.24220769861597571,1.0535193588989413,0
Shanghai-Los-Angeles,MSC,36.338980528418475,27.114044260799762,11.695429916302515,10200.0,0.8747282760090784,7,3.7353620197655832,1.2077879090033403,0.18798239961744326,0.2424857472397084,0
Singapore-Sydney,COSCO,31.082567693468647,14.28880655918126,8.44524823652709,6300.0,0.7293407606848282,3,3.4686055756961864,2.3124346437370527,3.7643611772788512,1.4247178784543333,0
Mumbai-Rotterdam,COSCO,26.89962807849144,16.586051703495077,17.038649456265535,11000.0,0.8165015948679911,2,3.229943182882627,3.2093347543025215,2.1881173780719285,2.630735990408088,0
Dubai-New-York,COSCO,23.444135901798152,17.0338021302383,22.57138710009269,12700.0,0.8366222682878056,4,0.5001551021937176,6.0408582184584265,0.20456976056672946,0.8024056670898607,0
Shanghai-Los-Angeles,COSCO,26.505113965592876,22.03436354760559,16.034641486609186,10200.0,0.7959676728113629,2,3.530088381185056,9.32138997121506,4.120214064388601,2.028094632137918,0
Shanghai-Los-Angeles,Maersk,30.521879434733627,17.454551123827255,13.924437415749496,10200.0,0.9537564300881485,1,2.6850890538119296,2.2559602868767694,1.9459475562451627,3.151369502972016,0
Mumbai-Rotterdam,COSCO,36.25172953454494,25.093146053454195,12.643074943405914,11000.0,0.7411409303981985,2,1.838079046794523,8.54844553823195,5.4536454651776625,0.5357660702020993,0
Mumbai-Rotterdam,CMA-CGM,28.024696877898,23.07643296885144,16.354622329378458,11000.0,0.8342684935943563,3,4.897729450150966,3.2710184743544297,2.622370490710796,0.8249211094699688,0
Shanghai-Los-Angeles,Maersk,33.456942576064606,22.83687097497056,12.702894146222697,10200.0,0.9059923977083885,5,2.295527620322149,4.945183658417362,0.11433297815491983,0.4029757435721699,0
Shanghai-Los-Angeles,Maersk,36.86297049831627,27.30454755291136,11.529184823003128,10200.0,0.9362744962030829,3,1.8102222764562703,1.2059776762061256,0.5523319238192196,0.721879278957481,0
Dubai-New-York,Maersk,28.741878947313833,16.864750756580964,18.410997681698944,12700.0,0.8851773235709083,3,2.4158698512335537,5.529884201415722,2.624908077375946,0.7666473182847378,0
Dubai-New-York,Maersk,0.3397859875509948,16.516691819248727,15.771671517159822,12700.0,0.8969732687989553,3,1.9552034835137482,3.572510970476669,60.72796792262613,1.6714561179095417,1
Shenzhen-Hamburg,Maersk,26.02113651546101,19.090553651453018,32.50562606405618,20300.0,0.9254024504170815,3,4.380560654564997,6.419752476005366,0.2634916221581963,0.8773092899220771,0
Shenzhen-Hamburg,Maersk,27.039050134942734,20.70761481235018,31.28191741618385,20300.0,0.9379575299469102,8,2.514698505380068,4.956313926101481,8.555633340910093,2.86051826287891,0
